Format Version,1.23,Take Name,FloorBottom_240610_003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 12.17.55.129 PM,Capture Start Frame,1039418,Total Frames in Take,2308,Total Exported Frames,2308,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2160,18.000000,26.843468,-26.749575,15.748116,-0.141640,0.146869,0.048883,0.000695,-0.050755,-0.056242,-0.037863,0.763635,0.042138,0.044624,0.027206,0.869899,0.008617,0.011618,0.010657,0.701315,-0.154261,0.108933,-0.024749,-0.128127,0.179018,0.106496,-0.142369,0.152820,0.064794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,18.008333,26.837719,-26.792221,15.727440,-0.141640,0.146868,0.048887,0.000697,-0.050755,-0.056242,-0.037863,0.763635,0.042138,0.044624,0.027206,0.869899,0.008617,0.011618,0.010657,0.701315,-0.154252,0.108938,-0.024754,-0.128137,0.179008,0.106517,-0.142370,0.152820,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,18.016667,26.838028,-26.794800,15.727803,-0.141638,0.146870,0.048888,0.000694,-0.050755,-0.056242,-0.037863,0.765189,0.042138,0.044624,0.027206,0.869779,0.008617,0.011618,0.010657,0.701090,-0.154246,0.108942,-0.024759,-0.128137,0.179009,0.106514,-0.142370,0.152825,0.064804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,18.025000,26.863800,-26.732632,15.772394,-0.141633,0.146868,0.048881,0.000691,-0.050755,-0.056242,-0.037863,0.765893,0.042138,0.044624,0.027206,0.869787,0.008617,0.011618,0.010657,0.702754,-0.154248,0.108932,-0.024761,-0.128130,0.179015,0.106500,-0.142361,0.152821,0.064797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,18.033333,26.847057,-26.764233,15.747214,-0.141637,0.146865,0.048885,0.000694,-0.050755,-0.056242,-0.037863,0.765895,0.042138,0.044624,0.027206,0.869729,0.008617,0.011618,0.010657,0.703029,-0.154249,0.108933,-0.024753,-0.128136,0.179006,0.106508,-0.142363,0.152820,0.064796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,18.041667,26.845503,-26.782001,15.737024,-0.141632,0.146871,0.048883,0.000696,-0.050755,-0.056242,-0.037863,0.764552,0.042138,0.044624,0.027206,0.870979,0.008617,0.011618,0.010657,0.702518,-0.154239,0.108948,-0.024761,-0.128129,0.179012,0.106509,-0.142365,0.152821,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,18.050000,26.815809,-26.830902,15.696328,-0.141639,0.146873,0.048888,0.000698,-0.050755,-0.056242,-0.037863,0.764388,0.042138,0.044624,0.027206,0.868959,0.008617,0.011618,0.010657,0.701063,-0.154248,0.108946,-0.024753,-0.128133,0.179012,0.106515,-0.142376,0.152824,0.064798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,18.058333,26.807775,-26.846706,15.682564,-0.141631,0.146874,0.048885,0.000695,-0.050755,-0.056242,-0.037863,0.764599,0.042138,0.044624,0.027206,0.869166,0.008617,0.011618,0.010657,0.700564,-0.154244,0.108945,-0.024758,-0.128126,0.179008,0.106517,-0.142360,0.152833,0.064791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,18.066667,26.821087,-26.822317,15.707352,-0.141635,0.146868,0.048884,0.000696,-0.050755,-0.056242,-0.037863,0.764922,0.042138,0.044624,0.027206,0.868074,0.008617,0.011618,0.010657,0.700515,-0.154239,0.108939,-0.024759,-0.128130,0.179013,0.106509,-0.142374,0.152817,0.064796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,18.075000,26.814730,-26.815411,15.705491,-0.141632,0.146873,0.048883,0.000695,-0.050755,-0.056242,-0.037863,0.764583,0.042138,0.044624,0.027206,0.871349,0.008617,0.011618,0.010657,0.702127,-0.154245,0.108936,-0.024753,-0.128130,0.179015,0.106507,-0.142360,0.152833,0.064788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,18.083333,26.837584,-26.788219,15.730588,-0.141629,0.146875,0.048884,0.000696,-0.050755,-0.056242,-0.037863,0.765234,0.042138,0.044624,0.027206,0.867320,0.008617,0.011618,0.010657,0.700514,-0.154237,0.108947,-0.024761,-0.128119,0.179024,0.106508,-0.142367,0.152822,0.064798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,18.091667,26.822252,-26.832754,15.704021,-0.141636,0.146872,0.048884,0.000696,-0.050755,-0.056242,-0.037863,0.764266,0.042138,0.044624,0.027206,0.869697,0.008617,0.011618,0.010657,0.701430,-0.154236,0.108947,-0.024758,-0.128139,0.179007,0.106513,-0.142371,0.152825,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,18.100000,26.850491,-26.767794,15.749681,-0.141639,0.146872,0.048884,0.000696,-0.050755,-0.056242,-0.037863,0.765831,0.042138,0.044624,0.027206,0.871612,0.008617,0.011618,0.010657,0.703172,-0.154251,0.108938,-0.024757,-0.128145,0.179011,0.106515,-0.142361,0.152833,0.064789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,18.108333,26.832973,-26.800337,15.725252,-0.141637,0.146869,0.048886,0.000694,-0.050755,-0.056242,-0.037863,0.764466,0.042138,0.044624,0.027206,0.871569,0.008617,0.011618,0.010657,0.702932,-0.154242,0.108939,-0.024755,-0.128143,0.179005,0.106511,-0.142364,0.152829,0.064794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,18.116667,26.825279,-26.805265,15.716529,-0.141632,0.146872,0.048882,0.000697,-0.050755,-0.056242,-0.037863,0.764512,0.042138,0.044624,0.027206,0.868558,0.008617,0.011618,0.010657,0.700650,-0.154241,0.108940,-0.024757,-0.128125,0.179019,0.106505,-0.142368,0.152823,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,18.125000,26.855230,-26.770628,15.752586,-0.141633,0.146875,0.048884,0.000694,-0.050755,-0.056242,-0.037863,0.766060,0.042138,0.044624,0.027206,0.870073,0.008617,0.011618,0.010657,0.702376,-0.154236,0.108947,-0.024764,-0.128138,0.179014,0.106515,-0.142364,0.152827,0.064798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,18.133333,26.825369,-26.822783,15.708559,-0.141639,0.146870,0.048885,0.000699,-0.050755,-0.056242,-0.037863,0.766060,0.042138,0.044624,0.027206,0.870073,0.008617,0.011618,0.010657,0.702376,-0.154243,0.108945,-0.024756,-0.128141,0.179005,0.106516,-0.142370,0.152825,0.064788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,18.141667,26.867886,-26.754124,15.763218,-0.141632,0.146874,0.048884,0.000696,-0.050755,-0.056242,-0.037863,0.764257,0.042138,0.044624,0.027206,0.870269,0.008617,0.011618,0.010657,0.701169,-0.154237,0.108955,-0.024760,-0.128138,0.179005,0.106514,-0.142356,0.152828,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,18.150000,26.843826,-26.770353,15.732862,-0.141633,0.146878,0.048882,0.000700,-0.050755,-0.056242,-0.037863,0.764264,0.042138,0.044624,0.027206,0.871328,0.008617,0.011618,0.010657,0.702711,-0.154255,0.108954,-0.024759,-0.128117,0.179022,0.106510,-0.142367,0.152823,0.064789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,18.158333,26.833700,-26.799704,15.724916,-0.141636,0.146869,0.048887,0.000701,-0.050755,-0.056242,-0.037863,0.764653,0.042138,0.044624,0.027206,0.868410,0.008617,0.011618,0.010657,0.699501,-0.154241,0.108943,-0.024750,-0.128136,0.179011,0.106516,-0.142366,0.152823,0.064788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,18.166667,26.824963,-26.785616,15.720625,-0.141634,0.146873,0.048884,0.000696,-0.050755,-0.056242,-0.037863,0.763538,0.042138,0.044624,0.027206,0.869832,0.008617,0.011618,0.010657,0.700483,-0.154258,0.108932,-0.024749,-0.128122,0.179021,0.106504,-0.142363,0.152828,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,18.175000,26.829357,-26.798433,15.722526,-0.141629,0.146875,0.048883,0.000696,-0.050755,-0.056242,-0.037863,0.765076,0.042138,0.044624,0.027206,0.869925,0.008617,0.011618,0.010657,0.701568,-0.154240,0.108941,-0.024754,-0.128131,0.179013,0.106510,-0.142351,0.152838,0.064787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,18.183333,26.844736,-26.755697,15.748456,-0.141633,0.146869,0.048883,0.000697,-0.050755,-0.056242,-0.037863,0.764815,0.042138,0.044624,0.027206,0.871882,0.008617,0.011618,0.010657,0.702884,-0.154252,0.108931,-0.024754,-0.128126,0.179017,0.106505,-0.142363,0.152820,0.064794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,18.191667,26.847639,-26.776337,15.743198,-0.141636,0.146872,0.048882,0.000698,-0.050755,-0.056242,-0.037863,0.764788,0.042138,0.044624,0.027206,0.871963,0.008617,0.011618,0.010657,0.702611,-0.154246,0.108941,-0.024756,-0.128142,0.179007,0.106513,-0.142358,0.152831,0.064785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,18.200000,26.820393,-26.806202,15.710849,-0.141632,0.146875,0.048881,0.000697,-0.050755,-0.056242,-0.037863,0.764228,0.042138,0.044624,0.027206,0.870738,0.008617,0.011618,0.010657,0.702035,-0.154246,0.108942,-0.024754,-0.128126,0.179017,0.106504,-0.142359,0.152834,0.064788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,18.208333,26.848795,-26.760078,15.744915,-0.141642,0.146875,0.048886,0.000698,-0.050755,-0.056242,-0.037863,0.764141,0.042138,0.044624,0.027206,0.870540,0.008617,0.011618,0.010657,0.701521,-0.154260,0.108947,-0.024752,-0.128135,0.179015,0.106509,-0.142369,0.152827,0.064795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,18.216667,26.842035,-26.760643,15.745151,-0.141639,0.146871,0.048886,0.000697,-0.050755,-0.056242,-0.037863,0.766276,0.042138,0.044624,0.027206,0.870704,0.008617,0.011618,0.010657,0.702685,-0.154261,0.108928,-0.024750,-0.128133,0.179019,0.106513,-0.142359,0.152831,0.064791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,18.225000,26.863861,-26.751644,15.761896,-0.141639,0.146865,0.048889,0.000693,-0.050755,-0.056242,-0.037863,0.765408,0.042138,0.044624,0.027206,0.871724,0.008617,0.011618,0.010657,0.703720,-0.154248,0.108940,-0.024757,-0.128144,0.178998,0.106516,-0.142363,0.152821,0.064802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,18.233333,26.813622,-26.818211,15.703556,-0.141633,0.146871,0.048885,0.000697,-0.050755,-0.056242,-0.037863,0.765816,0.042138,0.044624,0.027206,0.870421,0.008617,0.011618,0.010657,0.701584,-0.154249,0.108930,-0.024752,-0.128129,0.179015,0.106515,-0.142361,0.152830,0.064789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,18.241667,26.817984,-26.799122,15.715488,-0.141634,0.146872,0.048890,0.000696,-0.050755,-0.056242,-0.037863,0.765315,0.042138,0.044624,0.027206,0.870858,0.008617,0.011618,0.010657,0.702332,-0.154253,0.108926,-0.024742,-0.128129,0.179020,0.106513,-0.142358,0.152834,0.064794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,18.250000,26.838697,-26.773695,15.738566,-0.141634,0.146871,0.048887,0.000698,-0.050755,-0.056242,-0.037863,0.763950,0.042138,0.044624,0.027206,0.869722,0.008617,0.011618,0.010657,0.700045,-0.154247,0.108938,-0.024748,-0.128129,0.179019,0.106510,-0.142368,0.152820,0.064794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,18.258333,26.833916,-26.791752,15.725187,-0.141640,0.146870,0.048888,0.000695,-0.050755,-0.056242,-0.037863,0.763950,0.042138,0.044624,0.027206,0.869722,0.008617,0.011618,0.010657,0.700045,-0.154252,0.108940,-0.024752,-0.128136,0.179010,0.106513,-0.142368,0.152826,0.064796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,18.266667,26.825619,-26.798210,15.719517,-0.141634,0.146867,0.048886,0.000698,-0.050755,-0.056242,-0.037863,0.764648,0.042138,0.044624,0.027206,0.870453,0.008617,0.011618,0.010657,0.702026,-0.154245,0.108933,-0.024748,-0.128126,0.179014,0.106509,-0.142368,0.152817,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,18.275000,26.825468,-26.786873,15.722608,-0.141630,0.146877,0.048886,0.000691,-0.050755,-0.056242,-0.037863,0.763969,0.042138,0.044624,0.027206,0.869035,0.008617,0.011618,0.010657,0.700201,-0.154247,0.108938,-0.024752,-0.128117,0.179027,0.106500,-0.142364,0.152829,0.064805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,18.283333,26.808233,-26.842587,15.688239,-0.141638,0.146868,0.048889,0.000693,-0.050755,-0.056242,-0.037863,0.765249,0.042138,0.044624,0.027206,0.869023,0.008617,0.011618,0.010657,0.702107,-0.154245,0.108940,-0.024754,-0.128135,0.179006,0.106514,-0.142371,0.152826,0.064801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,18.291667,26.811541,-26.823162,15.701711,-0.141631,0.146881,0.048885,0.000695,-0.050755,-0.056242,-0.037863,0.764863,0.042138,0.044624,0.027206,0.870026,0.008617,0.011618,0.010657,0.702522,-0.154242,0.108942,-0.024752,-0.128127,0.179026,0.106507,-0.142362,0.152839,0.064795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,18.300000,26.817623,-26.807762,15.710362,-0.141636,0.146867,0.048887,0.000694,-0.050755,-0.056242,-0.037863,0.764975,0.042138,0.044624,0.027206,0.869994,0.008617,0.011618,0.010657,0.702127,-0.154255,0.108924,-0.024749,-0.128138,0.179006,0.106514,-0.142352,0.152838,0.064788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,18.308333,26.845167,-26.785662,15.735584,-0.141640,0.146865,0.048889,0.000697,-0.050755,-0.056242,-0.037863,0.765835,0.042138,0.044624,0.027206,0.872967,0.008617,0.011618,0.010657,0.704245,-0.154247,0.108939,-0.024760,-0.128135,0.179008,0.106520,-0.142380,0.152809,0.064803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,18.316667,26.818470,-26.815207,15.704727,-0.141642,0.146868,0.048886,0.000696,-0.050755,-0.056242,-0.037863,0.765082,0.042138,0.044624,0.027206,0.869083,0.008617,0.011618,0.010657,0.701148,-0.154256,0.108936,-0.024754,-0.128133,0.179012,0.106512,-0.142374,0.152822,0.064794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,18.325000,26.835339,-26.778973,15.725054,-0.141646,0.146872,0.048891,0.000694,-0.050755,-0.056242,-0.037863,0.764342,0.042138,0.044624,0.027206,0.869265,0.008617,0.011618,0.010657,0.701714,-0.154266,0.108946,-0.024750,-0.128131,0.179014,0.106510,-0.142377,0.152823,0.064806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,18.333333,26.833183,-26.789104,15.725876,-0.141636,0.146875,0.048886,0.000696,-0.050755,-0.056242,-0.037863,0.764517,0.042138,0.044624,0.027206,0.871154,0.008617,0.011618,0.010657,0.702024,-0.154250,0.108944,-0.024751,-0.128133,0.179014,0.106512,-0.142363,0.152832,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,18.341667,26.824528,-26.789570,15.720569,-0.141635,0.146872,0.048887,0.000695,-0.050755,-0.056242,-0.037863,0.766536,0.042138,0.044624,0.027206,0.869342,0.008617,0.011618,0.010657,0.702091,-0.154257,0.108929,-0.024751,-0.128123,0.179022,0.106512,-0.142363,0.152829,0.064798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,18.350000,26.828663,-26.785263,15.727486,-0.141635,0.146870,0.048887,0.000697,-0.050755,-0.056242,-0.037863,0.765177,0.042138,0.044624,0.027206,0.869523,0.008617,0.011618,0.010657,0.700881,-0.154252,0.108929,-0.024749,-0.128127,0.179021,0.106511,-0.142365,0.152824,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,18.358333,26.829231,-26.800018,15.720925,-0.141637,0.146872,0.048888,0.000697,-0.050755,-0.056242,-0.037863,0.764914,0.042138,0.044624,0.027206,0.869679,0.008617,0.011618,0.010657,0.701465,-0.154247,0.108939,-0.024751,-0.128133,0.179015,0.106515,-0.142368,0.152826,0.064797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,18.366667,26.867861,-26.759390,15.756495,-0.141640,0.146880,0.048888,0.000699,-0.050755,-0.056242,-0.037863,0.764923,0.042138,0.044624,0.027206,0.868167,0.008617,0.011618,0.010657,0.700149,-0.154248,0.108966,-0.024761,-0.128136,0.179016,0.106521,-0.142376,0.152822,0.064800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,18.375000,26.835909,-26.791843,15.725146,-0.141643,0.146865,0.048888,0.000696,-0.050755,-0.056242,-0.037863,0.764594,0.042138,0.044624,0.027206,0.870454,0.008617,0.011618,0.010657,0.702492,-0.154255,0.108938,-0.024753,-0.128139,0.179003,0.106514,-0.142367,0.152824,0.064793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,18.383333,26.824575,-26.812567,15.710566,-0.141628,0.146873,0.048887,0.000696,-0.050755,-0.056242,-0.037863,0.764594,0.042138,0.044624,0.027206,0.870454,0.008617,0.011618,0.010657,0.702492,-0.154241,0.108942,-0.024755,-0.128128,0.179010,0.106518,-0.142354,0.152833,0.064792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,18.391667,26.810429,-26.824024,15.698261,-0.141627,0.146877,0.048886,0.000695,-0.050755,-0.056242,-0.037863,0.765480,0.042138,0.044624,0.027206,0.870986,0.008617,0.011618,0.010657,0.702358,-0.154240,0.108941,-0.024750,-0.128120,0.179021,0.106508,-0.142359,0.152834,0.064795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,18.400000,26.820635,-26.798340,15.713652,-0.141634,0.146874,0.048889,0.000695,-0.050755,-0.056242,-0.037863,0.764583,0.042138,0.044624,0.027206,0.869955,0.008617,0.011618,0.010657,0.701630,-0.154253,0.108936,-0.024746,-0.128127,0.179017,0.106512,-0.142360,0.152833,0.064796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,18.408333,26.866104,-26.720911,15.781299,-0.141628,0.146875,0.048881,0.000697,-0.050755,-0.056242,-0.037863,0.764719,0.042138,0.044624,0.027206,0.871173,0.008617,0.011618,0.010657,0.702265,-0.154239,0.108940,-0.024755,-0.128118,0.179034,0.106497,-0.142364,0.152819,0.064794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,18.416667,26.838936,-26.776423,15.729853,-0.141643,0.146873,0.048889,0.000697,-0.050755,-0.056242,-0.037863,0.764058,0.042138,0.044624,0.027206,0.867456,0.008617,0.011618,0.010657,0.699929,-0.154264,0.108946,-0.024747,-0.128136,0.179010,0.106512,-0.142369,0.152828,0.064797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,18.425000,26.828110,-26.781334,15.727201,-0.141621,0.146886,0.048878,0.000695,-0.050755,-0.056242,-0.037863,0.763917,0.042138,0.044624,0.027206,0.871144,0.008617,0.011618,0.010657,0.702033,-0.154241,0.108945,-0.024757,-0.128113,0.179034,0.106500,-0.142344,0.152847,0.064784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,18.433333,26.846466,-26.761793,15.746600,-0.141628,0.146876,0.048881,0.000695,-0.050755,-0.056242,-0.037863,0.765325,0.042138,0.044624,0.027206,0.870623,0.008617,0.011618,0.010657,0.702560,-0.154243,0.108944,-0.024755,-0.128122,0.179021,0.106502,-0.142356,0.152829,0.064790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,18.441667,26.825388,-26.800659,15.717268,-0.141627,0.146880,0.048876,0.000692,-0.050755,-0.056242,-0.037863,0.766427,0.042138,0.044624,0.027206,0.867868,0.008617,0.011618,0.010657,0.701561,-0.154241,0.108943,-0.024768,-0.128116,0.179030,0.106498,-0.142363,0.152831,0.064792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,18.450000,26.837534,-26.800974,15.724671,-0.141626,0.146878,0.048880,0.000694,-0.050755,-0.056242,-0.037863,0.765301,0.042138,0.044624,0.027206,0.869790,0.008617,0.011618,0.010657,0.702034,-0.154232,0.108953,-0.024766,-0.128127,0.179015,0.106509,-0.142358,0.152832,0.064791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,18.458333,26.840290,-26.778015,15.737234,-0.141621,0.146881,0.048871,0.000696,-0.050755,-0.056242,-0.037863,0.763925,0.042138,0.044624,0.027206,0.871097,0.008617,0.011618,0.010657,0.701623,-0.154234,0.108949,-0.024763,-0.128121,0.179022,0.106497,-0.142346,0.152838,0.064774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,18.466667,26.834257,-26.783215,15.732307,-0.141634,0.146875,0.048882,0.000695,-0.050755,-0.056242,-0.037863,0.765382,0.042138,0.044624,0.027206,0.870839,0.008617,0.011618,0.010657,0.702091,-0.154249,0.108936,-0.024755,-0.128132,0.179019,0.106508,-0.142360,0.152832,0.064789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,18.475000,26.822081,-26.812138,15.710704,-0.141630,0.146877,0.048881,0.000696,-0.050755,-0.056242,-0.037863,0.764997,0.042138,0.044624,0.027206,0.871246,0.008617,0.011618,0.010657,0.702054,-0.154242,0.108943,-0.024757,-0.128130,0.179016,0.106511,-0.142357,0.152837,0.064785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,18.483333,26.847366,-26.774618,15.743053,-0.141630,0.146875,0.048880,0.000696,-0.050755,-0.056242,-0.037863,0.765267,0.042138,0.044624,0.027206,0.869427,0.008617,0.011618,0.010657,0.700997,-0.154240,0.108945,-0.024762,-0.128128,0.179018,0.106509,-0.142361,0.152825,0.064788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,18.491667,26.827068,-26.810043,15.715158,-0.141622,0.146882,0.048880,0.000694,-0.050755,-0.056242,-0.037863,0.765232,0.042138,0.044624,0.027206,0.870696,0.008617,0.011618,0.010657,0.702092,-0.154231,0.108951,-0.024763,-0.128123,0.179020,0.106507,-0.142353,0.152838,0.064790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,18.500000,26.845758,-26.762136,15.742090,-0.141626,0.146878,0.048880,0.000696,-0.050755,-0.056242,-0.037863,0.765291,0.042138,0.044624,0.027206,0.866750,0.008617,0.011618,0.010657,0.699969,-0.154244,0.108949,-0.024764,-0.128107,0.179031,0.106501,-0.142363,0.152822,0.064795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,18.508333,26.837490,-26.773268,15.733747,-0.141632,0.146875,0.048885,0.000695,-0.050755,-0.056242,-0.037863,0.765291,0.042138,0.044624,0.027206,0.866750,0.008617,0.011618,0.010657,0.699969,-0.154252,0.108941,-0.024754,-0.128122,0.179021,0.106507,-0.142362,0.152828,0.064795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,18.516667,26.852318,-26.770422,15.752383,-0.141631,0.146874,0.048884,0.000697,-0.050755,-0.056242,-0.037863,0.765160,0.042138,0.044624,0.027206,0.869758,0.008617,0.011618,0.010657,0.701556,-0.154234,0.108944,-0.024757,-0.128137,0.179015,0.106512,-0.142359,0.152829,0.064791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,18.525000,26.851797,-26.739126,15.763430,-0.141627,0.146874,0.048879,0.000694,-0.050755,-0.056242,-0.037863,0.764820,0.042138,0.044624,0.027206,0.870492,0.008617,0.011618,0.010657,0.702037,-0.154247,0.108929,-0.024755,-0.128125,0.179024,0.106502,-0.142348,0.152833,0.064786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,18.533333,26.810705,-26.794403,15.705192,-0.141628,0.146873,0.048882,0.000696,-0.050755,-0.056242,-0.037863,0.765845,0.042138,0.044624,0.027206,0.871427,0.008617,0.011618,0.010657,0.702681,-0.154258,0.108929,-0.024750,-0.128106,0.179027,0.106500,-0.142356,0.152829,0.064789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,18.541667,26.837057,-26.778641,15.734490,-0.141627,0.146874,0.048882,0.000696,-0.050755,-0.056242,-0.037863,0.765054,0.042138,0.044624,0.027206,0.869156,0.008617,0.011618,0.010657,0.701041,-0.154242,0.108939,-0.024756,-0.128123,0.179019,0.106508,-0.142354,0.152830,0.064788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,18.550000,26.841028,-26.776052,15.730450,-0.141637,0.146861,0.048887,0.000696,-0.050755,-0.056242,-0.037863,0.765010,0.042138,0.044624,0.027206,0.870292,0.008617,0.011618,0.010657,0.701622,-0.154257,0.108936,-0.024750,-0.128127,0.178999,0.106512,-0.142364,0.152814,0.064792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
